지식기술번호,지식기술명
653,데이터 품질 기준
654,데이터 품질 분석 기법
655,빅데이터 오류 및 결합 분석 능력
656,데이터 품질 진단 방법
657,데이터 품질 분석 기법
658,빅데이터 품질 진단 능력
659,"누락된 값, 중복 데이터, 잘못된 데이터 및 이러한 문제를 처리하는 방법을 포함하여 발생할 수 잇는 잠재적인 데이터 품질 문제"
660,데이터 품질을 개선하는 데 사용되는 필수 데이터 정리 기술
661,데이터 기준 지표(DQI : Data Quality Index)
662,빅데이터 플랫폼 기술 동향
663,빅데이터 플랫폼 이키텍처
664,빅데이터 품질관리 기술
665,SQL 사용 방법
666,데이터 기준 지표(DQI : Data Quality Index)
667,빅데이터 품질기준지표 매핑 방법
668,핵심품질항목(CTQ : Critical To Quality)
669,데이터 품질관리 방법론
670,데이터 품질 분석 기법
671,빅데이터 오류 및 결합 분석 능력
672,빅데이터 품질관리 기술
673,전처리 실행도구 사용기술
674,탐색적 데이터 분석(EDA) 능력
675,데이터 품질관리 방법론
676,데이터 획득 전략 수립 능력
677,데이터 증강 지식
678,비정형 데이터 지식
679,이미지 오그멘테이션(image augmentation) 기법
680,"누락된 값, 중복 데이터, 잘못된 데이터 및 이러한 문제를 처리하는 방법을 포함하여 발생할 수 잇는 잠재적인 데이터 품질 문제"
  ,데이터 품질을 개선하는 데 사용되는 필수 데이터 정리 기술
682,전처리 실행도구 사용기술
683,데이터 라벨링 도구 활용
684,데이터 라벨링 스펙 정의 능력
685,데이터 정제에 사용되는 업계 표준 접근 방식 및 적용방법
686,데이터 Ingestion
687,데이터 유형변환 기술
688,데이터 획득 전략 수립 능력
689,데이터 증강 지식
690,비정형 데이터 지식
691,데이터 참조 모델
692,전사 아키텍처 산출물 분석 능력
693,현행 정보시스템 운영 방법
694,현행 업무 도메인 분석 능력
695,기술 참조 모델
696,전사 및 데이터 거버넌스 프레임워크
697,요구사항 분석 기술
698,데이터 기능 및 비기능 요구사항
699,업무 도메인 분석 능력
700,데이터 참조 모델
701,데이터 및 정보보호 정책 동향
702,정형 데이터 구조 관계
703,데이터 모델링 수행 능력
704,데이터 기능 및 비기능 요구사항
705,데이터 라이프사이클
706,데이터 라이프사이클 파악 능력
707,이슈 분석을 위한 가설 수립 능력
708,데이터 관리와 관련된 보고서 작성 방법
709,데이터 시각화 및 인포그래픽스
710,정보항목 도출 및 표준화
711,논리 데이터 모델링 분석 능력
712,데이터 모델링 수행 능력
713,요구사항 명세화 능력
714,요구사항 분석 기술
715,요구사항 검증 및 확인 방법
716,데이터 표준 규칙
717,데이터 모델링 기법
718,데이터 표준화 규칙
719,데이터 모델링 도구 활용 능력
720,데이터 참조 모델
721,데이터 모델링 수행 능력
722,정형 데이터 구조 관계
723,논리 데이터 모델링 분석 능력
724,요구사항 명세화 능력
725,요구사항 분석 기술
726,요구사항 검토 기준 설정 능력
727,데이터 모델 분석 능력
728,데이터 오류 및 결측치 탐색 능력
729,데이터 참조 모델
730,전사 아키텍처 산출물 분석 능력
731,전사 아키텍처 산출물 항목
732,현행 업무 도메인 분석 능력
733,목표 아키텍처 분석 능력
734,기술 참조 모델
735,서비스 참조 모델
736,업무 참조 모델
737,데이터 아키텍처 구성요소
738,데이터 아키텍처 수립 프로세스
739,데이터 품질관리 프레임워크
740,전사 아키텍처 산출물 분석 능력
741,전사 아키텍처 산출물 항목
742,데이터 아키텍처 데이터 흐름
743,데이터 아키텍처 수립 프로세스
744,데이터 아키텍처 요건 도출 능력
745,비정형 데이터 유형별 특성 및 구조
746,데이터베이스 정규화 기술
747,데이터 라이프사이클 파악 능력
748,데이터 표준 규칙
749,일정관리 프로세스
750,데이터 표준화 규칙
751,데이터 인터페이스 분석 능력
752,목표 아키텍처 분석 능력
753,요구사항 명세화 능력
754,변경관리와 추적성 관리
755,요구사항 변경관리 능력
756,데이터 기능 및 비기능 요구사항
757,요구사항 검토 기준 설정 능력
758,요구사항 검증 및 확인 방법
759,데이터 모델 분석 능력
760,데이터 라이프사이클
761,일정관리 프로세스
762,전사 아키텍처 프레임워크 분석 능력
763,목표 아키텍처 분석 능력
764,현행 아키텍처 분석 능력
765,정형 데이터 구조 관계
766,데이터베이스 정규화 기술
767,데이터 라이프사이클
768,데이터 모델링 기법
769,정보항목 도출 및 표준화
770,데이터 아키텍처 구조
771,데이터 전처리 및 흐름
772,데이터 모델링 도구 활용 능력
773,전사 아키텍처 산출물 항목
774,전사 아키텍처 산출물 분석 능력
775,현행 업무 도메인 분석 능력
776,현행 아키텍처 분석 능력
777,전사 아키텍처 프레임워크
778,논리 데이터 모델링 분석 능력
779,데이터 모델링 수행 능력
780,전사 및 데이터 아키텍처 프레임워크 구성 관계
781,데이터 모델링 기법
782,데이터 아키텍처 구조
783,데이터 전처리 및 흐름
784,데이터 모델링 도구 활용 능력
785,데이터 참조 모델
786,데이터 인터페이스 분석 능력
787,논리 데이터 모델링 분석 능력
788,정형 데이터 구조 관계
789,데이터베이스 정규화 기술
790,데이터 라이프사이클
791,데이터 라이프사이클 파악 능력
792,데이터 표준화 규칙
793,이슈 분석을 위한 가설 수립 능력
794,데이터 오류 및 결측치 탐색 능력
795,데이터 시각화 및 인포그래픽스
796,데이터분산기술
797,도메인별 인공지능 서비스 모델 요소 도출 능력
798,하드웨어 인프라 아키텍처 구성론
799,인공지능 서비스가 적용되는 도메인의 데이터별 흐름
800,환경 분석 방법론
801,인공지능 서비스 산업에 대한 지식
802,빅데이터/인공지능 최신 기술 동향
803,인공지능 서비스 영향도 파악 기술
804,인공지능 서비스 운용을 위한 필요 비용 산출 능력
805,인공지능 서비스가 적용되는 도메인의 데이터별 흐름
806,시장 분석 방법론
807,시장 환경 자료 수집 능력
808,인공지능 알고리즘 지식
809,인공지능 요소 기술 선진 사레 분석 능력
810,인공지능 요소 기술 표준 분석 능력
811,최신 IT 기술 동향
812,최신 기술 트렌드 파악 능력
813,빅데이터 플랫폼 영향도 분석 능력
814,빅데이터 요구사항 수집 기법
815,요구사항 구현 가능성 분석 능력
816,요구사항 분류 능력
817,명확한 고객 요구사항 정의의 중요성
818,인공지능 서비스 산업에 대한 지식
819,인공지능 요소 기술 표준 분석 능력
820,데이터 사이언스를 위한 업무 도메인의 중요성
821,인공지능 서비스 비즈니스 환경 분석 방법
822,문서화방법
823,데이터 분석 도구 활용 능력
824,요구사항 중요도 분석 능력
825,SQL 작성 능력
826,데이터 사이언스를 위한 업무 도메인의 중요성
827,서비스 수요 예측 조사 방법론
828,전략적 기획 및 IT 비즈니스 요구 사항에 대한 우선 순위 지정
829,해당 도메인 인공지능 서비스 목적과 한계 분석을 위한 요구공학 지식
830,비기능 요구사항 식별 기술
831,요구사항 자료 수집 기술
832,IEEE830 (IEEE Recommended Practice for Software Requirements Specifications)
833,분석 단계 문서화
834,시장 분석 방법론
835,인공지능 서비스 영향도 파악 기술
836,데이터 수집 요건 분석 및 설계 능력
837,인공지능 서비스 요구사항 변경 기술
838,인공지능 서비스가 적용되는 도메인의 데이터별 흐름
839,전략적 기획 및 IT 비즈니스 요구 사항에 대한 우선 순위 지정
840,"분산, 병렬 처리 시스템 개념"
841,시나리오 작성 능력
842,워드 클라우드 및 문서 클러스터링 기법
843,정량적 데이터 수집 및 분석 능력
844,분산처리 프레임워크 기술
845,분산 파일 시스템 기술
846,분산 수집 시스템 활용 기술
847,"수집된 자료 분류, 분석 능력"
848,요구사항 정의서 작성 능력
849,우선 순위 도출 기술
850,우선순위 선정 능력
851,인공지능 모델과 관련된 요구사항 분석 사례 지식
852,요구공학
853,요구사항 도출능력
854,비즈니스 도메인 특성
855,데이터 모델링 기법
856,대용량 실시간 처리 질의 기술
857,실시간 데이터 분석 방법론
858,빅데이터 시각화 솔루션 유형 및 작동 원리
859,데이터 클린징 기술
860,"소프트웨어 및 하드웨어의 규격, 표준 분석 기술"
861,분산 병렬 컴퓨팅 구축 능력
862,형상관리 방법
863,빅데이터 플랫폼 구조 개념
864,빅데이터 플랫폼 아키텍처 개념
865,빅데이터 플랫폼 성능 분석 기술
866,빅데이터 플랫폼 상호 연관관계
867,각종 테스트 도구 사용 기술
868,빅데이터 플랫폼 운영관리 기술
869,빅데이터 플랫폼 운영관리 절차 수립 능력
870,빅데이터 플랫폼 운영지침 기술
871,데이터 유형별 수집 기술 종류
872,데이터 정합성 점검 능력
873,내·외부 데이터 연계 설계 능력
874,현행 데이터 개선 요구사항 식별 방법
875,소스-타겟 맵핑 능력
876,절차형 프로그래밍 작성 기술
877,빅데이터 처리 검증 방법
878,빅데이터 처리시스템 검증 기법
879,실시간 데이터 분석 방법론
880,정형 데이터 분석 방법론
881,데이터 분석대상 업무 영역
882,데이터 처리용 프로그램 언어 활용 기술
883,빅데이터 통계분석 솔루션 운영관리 기술
884,영향도 분석 능력
885,빅데이터 플랫폼 기술 동향
886,품질관리 방법론
887,대용량 실시간 처리 질의 기술
888,미들웨어 솔루션 운영관리 기술
889,분산 데이터 처리 플랫폼 원리
890,분산 클러스터링 플랫폼 원리
891,BSC 평가 체계
892,빅데이터 플랫폼 유형 및 작동 원리
893,이벤트 기반 아키텍처 개념
894,빅데이터 플랫폼 성능 분석 기술
895,영향도 분석 능력
896,빅데이터 플랫폼 상호 연관관계
897,빅데이터 플랫폼 변경관리 및 시스템 적용 방법
898,오픈소스 소프트웨어 사용 능력
899,빅데이터 처리 대상 데이터 속성
900,빅데이터 처리 솔루션 사용방법
901,빅데이터 처리 솔루션 운영관리 기술
902,빅데이터 처리 솔루션 유형 및 작동 원리
903,빅데이터 시각화 솔루션 운영관리 기술
904,빅데이터 시각화 솔루션 유형 및 작동 원리
905,빅데이터 솔루션 업그레이드 방법
906,데이터 모델링 도구 사용 능력
907,직무기술서 작성 능력
908,빅데이터 플랫폼 운영관리 도구 활용 능력
909,형상관리 도구 관리 기술
910,형상관리 방법
911,성능 모니터링 관리 절차
912,오류나 예외상황 발생 시 조치 능력
913,SLA 개념
914,직무기술서 작성 능력
915,APM 솔루션 운영관리 기술
916,가용성 측정 기술
917,성능 모니터링 관리 절차
918,프로세스 명세화 기술
